SE-S3000/SE-S400/S800/S900/S3000/PCR-T500/PCR-T500L/T520L - Setting PLUs-English,1DNoynuGLV4,This song starts with a glitter sound and the drums hitting a soft crash. Followed by piano chords and a higher pitched melody accompanied by a stringlike synthesizer sound repeating a simple melody. The drums sound repetitive and programmed accompanied by some bongos  and a bass giving the song a funky groove. There is a beeping sound that sounds like it's not part of the song. This song may be playing while stuck on the telephone-line.
"""Horus"" -- (RESCUED!)  Dog at Collin County Animal Services",1FU5odlgLmo,"This music is a pensive instrumental.The tempo is medium with a melancholic cello, rhythmic ukulele and a percussion instrument. The song is pensive, contemplative, meditative, melancholic ,solemn and dreamy."
whitesnake crying in the rain -  my solo,1FnA3w94zXI,This low quality amateur recording features a guitar solo being played on a distortion guitar. The solo is played up the neck on the higher register. The guitarist plays with very fast picking techniques. This song starts off with string bending which is followed by fast picking on descending licks.
خالد برزنجي . موسيقى خواطر khalid barzanji.. khawater music ..,1FnT0RrfMEA,"This music is a mellow, dulcet instrumental. The tempo is slow with a beautiful violin harmony, piano accompaniment and steady bassline with synthesiser arrangements. The music is serene, calming,soothing, sentimental,emotional, wistful,poignant,melancholic and euphonious. This song is an exquisite middle eastern instrumental."
戴愛玲Princess Ai 《This Is How a Heart  Breaks》Official Music Video,1IK4OeOqAEo,"A female vocalist sings this melancholic melody in a foreign language.The tempo is slow with a romantic piano accompaniment. The song is soft, mellow, poignant, emotional,sentimental, romantic, melancholic , sad, lonely,and wistful. This song is a Pop/ Love song."
Vaisseaux de cristal de quartz - 7 chakras,1ILLsA6gqHE,Someone is playing various singing bowls. From low sounding ones to high sounding ones creating a melody. This song may be playing in a meditation session.
"Cody Jinks performs ""Cast No Stones"" on The Texas Music Scene",1Is1xfDjZrw,A deeper male voice is talking for a moment before changing to another male voice talking about something. In the background you can hear a professional recording containing an e-bass playing single long notes along with an organ and an acoustic piano playing chords in the midrange. An acoustic drum is holding a simple beat in the background. This song may be playing in a gospel church band.
"Buffalo Bills ""Shout"" Song",1JpeDWbgUO8,"A male vocalist sings this energetic pop song. The tempo is fast with an animated keyboard harmony, vigorous drumming, punchy bass lines, vibrant tambourine beats and an enthusiastic vocal backup riff. The song is a remix of an old song. It is vibrant, peppy, punchy, vibrant, vociferous. This song is Pop Rock."
Jagadodharana | Sudha Raghunathan Songs | Carnatic Classical Music | Idea Jalsa | Art and Artistes,1JqNiV03kog,This is a Carnatic classical music piece. There is a female vocalist singing melodically while shifting her voice in a veena-like manner. The sitar is playing the melody and the tabla is playing the rhythm. There is a sentimental and dreamy atmosphere to this piece.
Disco polo mix 2009 dj aro,1KN3GrwhY8c,"This disco song features a male voice singing the main melody. This is accompanied by programmed percussion playing a disco beat. The kick is played at every count of the bar. The synth changes chords after two bars to a higher pitch chord, then after one bar to a higher pitch chord, then after one more bar to a higher pitch chord and finally after one more bar to a suspended fourth chord. The instruments pause for 3 counts of the bar while the voice continues to sing. The bass plays the root notes of the chords. The mood of this song is romantic. This song can be played in a club."
"Marcelo vs Fabio Coentrao: ""The best battle of Madrid"" | [HD, 720p] by Kirill Khimenko",1KmsVHx7E2c,"This is a movie music piece. The music starts playing with a film reel effect. A strings section with cinematic characteristics are playing a dramatic tune while percussive elements resembling a timpani and a big cymbal are playing accentuated hits to put emphasis on this feeling. The atmosphere is epic. There is the aura of a story about to be told in this piece. It could be used in the soundtrack of a documentary, an action or a thriller movie. It could also be used in the soundtrack of a thriller video game."
"Scratching with iPhone App ""Baby Scratch""",1LA64TXatWk,This audio contains someone scratching to a backing drumtrack. This song may be playing at home demonstrating an app to someone.
Slash not happy with guitar tech Camp Freddy 12-,1MwaXCfUvX8,An acoustic drum and a bass are repeating the same pattern along with two e-guitars playing along with the melody while a male voice sings slightly soulful and loud. In the background a crowd is sheering. The recording is of very poor audio quality. This song may be playing at a live concert.
Kraft Music - Yamaha APX and CPX Series Demo with Jake Blake,1O4LpU7HggY,"This clip features a male voice narrating about guitars. In the background, an acoustic guitar is strumming chords and picking notes used as fills. The mood of the song is happy and uptempo. There are no other instruments in this song. This song can be played in a romantic mood. This audio can be used in a guitar promotional video."
Three Days Grace/ Breaking Benjamin/ Paramore - Mashup Cover by Kevin Staudt,1OIfQHKnAcw,A male singer sings this emotional melody. The song is medium tempo with a piano accompaniment and a strong bass drum kick . The song is emotional and romantic. The song is a home music video .
Khin Su Su Naing   အားလံုးေငးေမာသြားမယ္  From Water Party 3,1PKxdTlquCA,"The Pop song features a flat female vocal, supported by wide harmonizing background vocals, singing over groovy acoustic rhythm guitar, offbeat shimmering open hats, claps, offbeat synth keys chords and a simple ""4 on the floor"" kick pattern that perfectly complements the groovy bass. Sounds energetic and uptempo, like something you would hear in clubs, or on a radio."
"Little girl singing Cassie's ""me and u""",1PN-bfs2EhY,"The low quality recording features a girl with a sweet voice singing over pop songs played on playback. The recording is in mono, very noisy and it sounds muffled, but also happy, fun and innocent."
Chemistry Music Video 15: Elemental Funkiness,1PSzSTilu_s,"The low quality recording features a southern rock song that consists of flat male vocal singing over wide acoustic rhythm guitars, short electric guitar lick, smooth bass guitar, punchy snare, simple kick pattern and shimmering hi-hats. It sounds happy and fun."
La Bamba - twist And Shout - Anderson Palopoli,1Q9DXhXMSFI,"The Low Quality recording features a regional Mexican song sung by reverberant male vocals over acoustic guitar chords, punchy snare and kick hits, groovy bass and funky piano chords. There is a short snare roll at one point that serves as a transition to the next section of the song. Sounds a bit muffled, as it is a live performance, but also energetic and fun."
Particles Like Planets - Out Of Reach (OFFICIAL Music Video),1QFli7KSXAQ,"The Rock song features a passionate male vocalist singing over wide electric guitar melodies, groovy bass guitar, shimmering cymbals, groovy toms, punchy snare and kick hits. It sounds energetic, passionate, emotional and loud."
Khachar Bhitor Ochin Pakhi - Flute (Bansuri),1QSD-dzEv7Y,This audio contains someone playing a bansuri flute in the mid-to high register. A piano is playing a repeating melody along with an e-bass. The flute is full of reverb. This song may be playing flute at home with a backing track.
Pokémon X/Y - Professor Sycamore Encounter Music (HQ),1RRGInmOhTQ,"This music is a lively instrumental. The tempo is fast with an infectious accordion harmony, rhythmic acoustic guitar, violin harmony and keyboard accompaniment. The music is pleasant, happy, cheerful, warm, sprightly, romantic, carefree, upbeat and genial. This music sounds like a movie soundtrack."
Ethiopia - Sisay Lukas (Mamila) - Eskemeche - (Offical Music Video) - New Ethiopian Music 2015,1Rd1w7Ty1ak,"The low quality recording features a pop song that contains a soft male vocal singing over soft crash cymbals, claps, punchy kick, shimmering shakers, groovy bass, piano melody and electric guitar melody. It sounds easygoing."
Singing Chasing Pavements,1RhYdQnZ_hw,"This is an amateur vocal cover of a pop music piece. There is a teen female vocalist singing melodically. On the backing track, an acoustic guitar is heard playing the main theme while an acoustic sounding drum track is playing the rhythmic background. The atmosphere is melancholic."
Tubular Bells,1RwhRTe-OKk,"The song is an instrumental. The song is medium tempo with three guitars playing in harmony, guitar accompaniment, guitar harmony, guitar lead and a strong bass line. The song is emotional and spirited. The song has an average audio quality and is played in front of a live audience."
9 year old boy genius guitar player,1SO5RJLWKAs,"This is an electric guitar jam being performed by a 9 year-old. It is an amateur recording, so there is a constant feedback noise coming from the amp. The electric guitar has a clean sound. The tunes are mostly simple with a lot of muted strokes. The recording has an easygoing atmosphere. If the feedback noise can be bypassed, the tunes from this recording can be used in beat-making."
Friends Lullaby,1SqihV_DnEg,The track is a lullaby song that features a mellow male vocal with a mellow voice. A soft xylophone plays a melody on the foreground while a deep bass guitar adds a certain bounciness to the song's rhythm. The atmosphere is calmed and dreamy.
Arabesk(-_-) Fantazi RaP  Simdi Uzaklarda Çok Yalnizim...,1ToIyrmWFjw,This is a Turkish arabesque rap music piece. There is a female vocalist singing in a melancholic manner in the Turkish language. The beat has a string sample and a flute sample in the melody. There is a very loud electronic drum beat in the rhythmic background. The song has a depressive atmosphere. This piece could be used in the background of sad Turkish social media content.
Mubarak Ali-Fateh Ali -  Bulleh Shah - Ilmon Bus Karin O Yar,1TyOPtg0Yfk,"The clip includes a male singer singing in a traditional hindustani style of singing called Aakar. There is a tabla for percussion, and some kind of woodwind instrument. There are elderly background male vocalists who chant phrases in unison."
10-year-old Singing 2 A.M. Breath By Anna Nalick,1W2FOzSXsxs,This low quality audio clip features a female voice singing the main melody. This is accompanied by a piano. There are no other instruments in this song. This song has a story-telling mood and is at a slow tempo. This song can be played in a romantic movie.
"Swan Lake for piano, Tchaikovsky + sheet music",1WlvXneu6oY,"The song is instrumental music. The song is medium tempo with just a piano playing pensively and no other instrumentation. The song is emotional and poignant. The song is a western classical masterpiece, but with bad audio quality issues."
José Cid- Mellotron - O Planeta Fantástico,1Xtkou9dtyA,"The Alternative/Indie song features layered punchy kicks, energetic crash cymbals, groovy bass and synth key chords, followed by electric guitar licks. It sounds haunting and energetic, almost like a halloween themed song."
Googoosh Music Academy من همینم,1YPYQP6yupA,"The low quality recording features a passionate male vocal singing over mellow piano chords, shimmering hi hats, snappy rimshots, punchy kick and soft bass. It sounds emotional, passionate and heartfelt."
Rock 'n' Roll Girls -- John Fogerty,1ZaxqZMs21M,"A male vocalist sings this spirited rock and rock song. The tempo is fast with bright drumming, intense electric guitar feedback, keyboard harmony and rhythmic acoustic guitar with vocal backup. The song is upbeat, spirited, enthusiastic, vibrant, vivacious, buoyant and youthful with a dance groove. The sound quality is inferior making it difficult to understand the lyrics or the finer elements of this Rock and Roll song."
"Good Morning, Mr. Rooster | Super Simple Songs",1Ziku4FLka4,This is an educational kids song. There is a female vocalist singing playfully. The piano and the xylophone are playing a simple melody. The rhythm is a basic acoustic drum beat. The atmosphere is joyful. This piece can be used in the soundtrack of a kids TV show.
"""Watermelon Crawl""  Line Dance",1_YHHL_t2GI,"The low quality recording features clapping and shoe tapping sounds over rock songs played on playback. The song consists of a passionate male vocal that sings over punchy kick and snare hits, shimmering hi hats, electric guitar melody and groovy bass guitar. The recording is in mono and a bit noisy, as it was probably recorded with a phone."
Pump It Up - Caution,1a_nvi4sW64,"The low quality recording features a disco song that consists of passionate female vocals and wide harmonizing female vocals singing over funky bass guitar, mellow synth keys chords, funky electric guitar chords, shimmering hi hats, clapping and ""4 on the floor"" kick pattern. It sounds funky and energetic, but also thin and hollow, due to the bad mixing."
Theremini | Dorit Chrysler,1cqcTbDxsHM,"The low quality recording features a pulsating theremin synth lead and haunting synth lead playing in the background. It sounds low, analog, spooky and spacey, almost like outer space communication."
meditacion profunda ballenas,1dt9eL2rmSY,"The soundtrack features various aquatic animals like whales and dolphins making sounds. The keyboard plays synth tones with organ sounds with the grunting, squeaking and growling tones. The sound quality is average."
Jódlující Vojta Dyk,1gDNqOQFopY,This clip is of an amateur recording. It features a male voice. He starts off the song by singing a quacking melody followed by yodeling. There are no words in this song. This voice is accompanied by a piano playing chords. There are no other instruments in this song. This song has a comedic feel to it. This song can be played at a house party.
"Mako Mermaids: ""Across The Sea"" Music Video",1h2sb2xeCt8,"The low quality recording features a ballad that consists of a soft female vocal singing over a mellow piano melody and shimmering bells at the end of the loop. The recording is noisy and it sounds passionate, emotional and mystical, almost like a lullaby."
Shira Choir Rocking it away with Pinky Weber Music by Pinny Ostreicher,1hABzqBHh7w,"A male vocalist sings this spirited song. The tempo is fast with trumpets, keyboard harmony, steady drumming and simple bass lines along with vocal backup. The song is happy, energetic, enthusiastic, popular, peppy, vivacious and celebratory. There are sounds in the background of people talking, hooting, cheering and scuttling and rustling. This is a popular Folk/Regional song."
Kaushiki Chakrabarty - Singer Par Excellence - Raga Multani,1hWAOReJehw,This song contains an accordion playing a fast melody along with a female voice singing her own melody with a lot of vibrato and sliding down tones. A tabla is playing a rhythm. Everybody seems  to make their own thing. So this can be considered a complex composition. This song may be playing live with people listening and sitting on the floor.
LIONEL RICHIE FT. BUSY SIGNAL - ALL NIGHT LONG - DJ GENESIS REMIX (MARS 2014),1heMbyumHAo,This is a remix of an R&B soul piece. There is a male vocal singing in a laid-back manner joined by an auto-tuned male vocal. The keyboard provides the melody with a gentle bass guitar playing in the background. The rhythmic structure is composed of the acoustic drums and the percussion playing a medium tempo beat. The atmosphere of the piece is groovy and there is a feelgood aura to it. This piece could be used in the soundtrack of a sitcom.
Ethiopian Traditional Music   Hiywet Fiqer,1i1sbQOILb0,"The low quality recording features a live performance of traditional music and it consists of harmonizing female vocals singing over shimmering hi hats and tambourine hits, fat snare, boomy kick, groovy bass and short strings melody. The stereo image is unbalanced as the vocals are leaning towards the right channel of the stereo image. It sounds soulful and happy."
Guantanamera - Steel Drum Music (Kool Vibes and Carlton),1j13NdQiw8c,"This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited. The song is a live performance outdoors as there are ambient nature sounds like the breeze,and sound of people talking."
Harfe  -  Esther,1j3pXUr8R4M,This instrumental song features a harp melody being played. There are no other instruments in this song. There are no voices in this song.. The mood of this song is dreamy. This song can be played in a dream sequence in an animated film.
Dario G - Carnaval de Paris (The Rio Remixes) [Out Now!],1j4rFfU5XKQ,This song contains several drum hits and percussive instruments playing a fast paced rhythm that motivates dancing along. An e-bass is bringing the low end supporting the drums. Cuatro guitars are strumming chords as a rhythmic addition. Trumpets are playing a loud and catchy melody. Some of the musical elements are slightly panned to the left and right side of the speakers. This song may be playing at a cheerful event.
Boss DD-3 Digital Delay,1jATjKL2vAE,"This music is instrumental. The tempo is fast with a rhythmic guitar lead. There is minimal instrumentation and the music is an upbeat, energetic and catchy riff."
"Aboriginal guys playing Didgeridoo music at Circular Quay, Sydney. HD footage",1jptuEjuTig,"The low quality recording features a live performance that consists of reverberant wooden percussion over an electro song, followed by crowd talking and public announcement vocals in the background. The song consists of groovy bass, haunting synth lead, soft ""4 on the floor"" kick pattern and shimmering shakers. It sounds like it was recorded somewhere outdoors, judging by the public announcement vocal and crowd noises."
"CELSO DUARTE (ARPISTA PARAGUAYO). Parte 1: ""Llegada"",  ""Lamento Indio"". www.musicajarocha.com",1kYDbl5Y9Sg,This is the live performance of a Paraguayan folk music piece. There is no singer. There is a Paraguayan harp playing a vibrant yet melancholic tune. The atmosphere is heart-touching. This piece could be used in the soundtrack of a drama movie during a scene of serenity or mourning.
Grand Californian Hotel & Spa Disneyland,1l7BjFDQLUM,This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. The atmosphere is cheerful. This piece could be used as an advertisement jingle. It could also be used at a festive event setting such as Christmas or Thanksgiving.
DJ JUANCHO LA CHANGA SOUND CAR 2015,1lgqqW5TsJk,"This song contains digital drums with a deep low kick sound, a sharp hi hat and a loud bellsound with its own rhythm. A synthesizer is playing a lead sound in the mid range before jumping up an octave after a male scratched vocal sample is being played. This song may be playing in a club."
"Joe Satriani - ""Echo"" (Montreux Jazz Festival 1988)",1ls3ectO1F4,This song contains acoustic drums with reverb and a bassline playing to the kick. Someone is playing a slow evolving melody on a distorted e-guitar. In the background you can hear voices. This song may be playing live at a concert.
Mantra de Buda Shakyamuni  cantado por Thubten Wangchen,1mB_cboJR8s,This meditation music features a male voice in a low tone chanting words in a melodic tone. There are no other instruments in this song. The mood of this song is relaxing. This song can be played in a meditation center.
baby singing. tiny bubbles,1nUqhH8bAPk,"A country-song with guitar, acoustic drums and a almost walking bassline is playing along with a high pitched baby voice singing along to some sound effects/noise samples of some ribbon. This recording is in very poor quality. This song may be playing as a joke to pull off on someone."
Novo Smartphone Alcatel POP 4,1pR0SgbqP3M,"A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements and electronic sounds. The song is upbeat, energetic, enthusiastic, youthful, vibrant, effervescent; passionate and electrifying. This song is Synth Pop."
Bella's Lullaby (with lyrics),1rhsnmWLeGw,"A female vocalist sings this pleasant melody. The tempo is slow with a melodic piano accompaniment. There is minimal instrumentation with emphasis on vocals. The song is soft, mellow, soothing, calming, mellifluous, pleasant, and dreamy. This song is a love song, children’s song or a lullaby."
Electro Harmonix Clone Theory,1tNkAc29aPE,"This song is an instrumental. The tempo is medium with an upbeat electric guitar harmony. The music is minimal with no other instrument as accompaniment. It is Loud, sharp, intense, youthful and rhythmic. The vibrations of the music can be heard even after it stops playing. This music is Soft Rock."
First Look at the Goblins Inside Gringotts Bank,1tz4xNRRR4M,"This lullaby features a fruity male vocal talking over a haunting bell melody. At the end of the loop, there is a sustained string swell. It sounds creepy, haunting, mystical and like a theme song for a movie."
Humming Chorus from Madam Butterfly,1uHF1-8TcEk,The clip features a choir singing a hymnal type of song. This was recorded live. There's a piano accompanying the choir. They are humming in a gentle and angelic way.
2NE1_0721_SBS Inkigayo_FALLING IN LOVE_No.1 of the Week,1xhwyUVSRQk,"A female singer sings this cool pop melody with backup singers in vocal harmony. The song is medium tempo with a groovy bass line, steady drumming rhythm, and keyboard accompaniment . The song is exciting and youthful. The audio quality with a lot of ambient crowd noises."
KPMG Tax Graduate Recruitment Video,1y1lEOGBcWM,"The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies."
Xscape Club Edm Pop Instrumental Hit Smash Banger Techno Dance,1yGWdegJjA4,"Instrumental electro music with a half time feel in the kick and busy drums. The bass is constantly busy, with resonant filter sweeps for dramatic effect. There are multiple overlapping high synth melodies with big sounding reverb throughout. Perfect for a large outdoor or stadium EDM festival."
Didgeridoo Dubstep | Raymond Ashley,1yWGmdevTuM,This tribal music is played on a didgeridoo. It is played by vibrating the lips over the instrument using breathing techniques. The song has a continuous droning sound and inter spread with low pitch bass sounds. There are no voices in this song. This audio can be used in a movie where the protagonist is trapped in a forest.
"Dr.House Jazz Music season1 ep.9 ""DNR""",1ypKEH2kd7g,"The song is an instrumental jazz tune. The tempo is medium with steady drumming with drum brushes and other percussive hits, piano accompaniment, guitar accompaniment, groovy bass line and a muted trumpet playing a cool solo. The song is a jazz improvisation of a romantic melody."
Wii Theremin - Santa Claus is Coming to Town,2-K-7T8ZIWA,"This music is an instrumental of the Christmas Carol “You Better Watch Out’. The tempo is medium with the lead harmony on the theremin and piano accompaniment. The music is haunting, ethereal, lilting, mesmerising and captivating. This music is a Theremin Instrument."
"""Slow Air"" on Dixon low-D Tin Whistle",20QZS9L5WeA,"The low quality recording features a mellow arpeggiated piano melody playing in the background, while the breathy flute melody is playing over it. It sounds passionate, emotional and soulful."
3 ohin jingle bell,20Vh6z6Ie0E,"The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shaker, snaps and snappy rimshots. It sounds euphoric, as it brings a Christmassy vibe, and is also happy and nostalgic."
Didgeridoo Beatbox | Elijah Atu,21MgIcLN8Ow,The low quality recording features a didgeridoo melody being played. The recording is noisy and in mono.
Dave and Rachel Tighe at Singing Sticks Didgeridoo Music Weekend,23xC7lTBikU,This is the live recording of a didgeridoo concert. The didgeridoo is being played at a wide variety of frequency ranges. There is a raw feel to this piece. The sound has tribal characteristics. The sounds from this recording could be sampled for use in beat-making.
Los Autenticos Decadentes - Veni Raquel (Vivo Pepsi Music 2010) HD,244y56-vLWE,"A male singer sings this exciting Latin dance melody. The tempo is medium fast with a saxophone solo, percussive bass line, guitar accompaniment, latin percussion, steady drumming rhythm,  and cymbal crashes. The song is exciting with the crowds going crazy. The audio quality is poor."
Nightfall x Eclipse | Soul/Jazz Hop | (Jan. 2016),24cmo2fEQo8,"The low quality recording features an echoing tom, snappy rimshots and echoing, repetitive arpeggiated harp melody playing, after which there is a punchy kick hit. It sounds groovy."
Glass Shatter and ice break Intro on After effects & 3ds Max,25RWrqQol7Y,These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering and ice breaking were used to create a dramatic effect. The atmosphere of the track is aggressive. This track could be used as an opening theme to a gaming/sports/gym Youtube channel. Samples of this track could also be used in the sound effects of an action movie or a video game. It could also fit well in an advertisement targeted at a male audience.
"W. A. Mozart - Rondo alla Turca (Turkish March), solo classical guitar",26HLgXWF-Co,This audio contains someone playing a classical melody on an acoustic guitar using fingerstyle. This audio is full of reverb. This song may be playing at a talent show.
Relaxing Jazz Music,26IOFykrJrc,This is a jazz music piece with a saxophone solo as the lead. There is a clean-toned synth bass in the background creating an epic atmosphere. It would fit perfectly in a movie/TV show setting as a soundtrack opening.
Digital Radio Software,26jTWRMRoxY,"The song is an instrumental with separate audio tracks. The tempos are medium with female vocals, backup  singers, groovy drum rhythms, keyboard harmony, guitar accompaniment and various percussive hits. The song is energetic and exciting. The song is an ad jingle for a software product. The audio quality is poor with hissing tones."
ELECTRO SWING AT BROADWAY - HQ,28pkN4m1x6I,This is an electro swing/funk music piece. It is an instrumental piece. There is a brass section making up the most of the melody with the saxophone as the lead. The bass line is being played by the tuba. There is also a piano adding texture to the melody. The rhythmic background is provided by an electronic drum beat. The atmosphere is upbeat and eccentric. This piece could be playing at a nightclub or a dance club. It could also work well in the soundtrack of a comedy animation movie.
Shamanic drum & Didgeridoo Hypnotic Meditation music - 35min,28wBrNjHXOM,This is a meditation music piece. There is a didgeridoo playing a vague melody at the forefront while repetitive shamanic drum hits can be heard in the background. The atmosphere is profound and calming. This piece can be used in the background of meditation videos. It can be used during sessions at yoga centers.
"2014: Willow (Jeff Hardy) 14th & New TNA Theme Song - ""Willow's Way"" + DL w/Lyrics",2ATMQxWVpXk,"A male singer screams and laughs loudly. The song is medium tempo with steady rock drumming, groovy bass line and electric guitar rhythm. The song is energetic and haunting. The song is a modern punk rock song."
Dave Ellefson of Megadeth-Five Magics,2BBAUwC1BI4,"The low quality recording features an arpeggiated electric guitar melody performance. The recording is noisy and in mono, as it was probably recorded with a phone. It sounds mystical and intense."
Eric Clapton I've Got a Rock and Roll Heart Shreds,2BGzxAuetOA,"A male vocalist sings this song. The tempo is slow, with intense drumming; keyboard harmony, groovy bass lines and electric guitar harmony in the background. The vocalist is singing a dissonant tune along with syncopated music over the melodious and rhythmic background. This is probably karaoke."
house dance,2CzfBZ1mYBs,This song is full of rhythmic elements and an e-bass that supports the mood for dancing. A rhodes/organ is playing a simple melody along with a trumped playing its own melody. The recording is full of synth pad sound and crash hits. This song may be playing on a portable speaker while riding a bike with friends during summer.
Radio Receiver Software,2FQKfGCwjSE,"The song has different music tracks played in succession. The song has guitar accompaniment and a groovy bass followed by female singer singing vocal chants with male backup singer in vocal harmony, on a groovy drum rhythm and keyboard harmony with white noise added. The song is probably an ad jingle."
"Singing ""Officially Missing You"" by Tamia - Michelle Martinez Cover",2G4lyzAZ1vk,"A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. This is an amateur recording."
"Funny, Hilarious, Outrageous Cat Video to Music",2G5bSYHcJSM,"The low quality recording features a weird repetitive, funny male vocal singing over a weird instrumental that consists of punchy kick and rimshots, tinny percussion, some synth lead melody and filter modulated bass. It sounds funny and it is in mono - almost like a prank song."
Mystic Rebel at Castaways 3/11/08 Positive Vibration,2GWkKVHxGRM,"This music is a live instrumental.The music is medium tempo with a dominant piano accompaniment, keyboard harmony, bright drumming, funky bass line, congas rhythm and tambourine beats. The music is a live performance as there are ambient background sounds of people talking and laughing."
Galliano - r'n'b freestyle,2GepmcbNlJY,The recording is of poor quality. A male voice is singing soulfully along to a backing instrumental sounding like coming out of some speakers. There is a piano playing and you can hear electric drums. This song may be playing at home practicing singing.
Arpanoid by EarthQuaker Devices: Theremin Session #3,2Gja9wBkz6U,"The low quality recording features a theremin solo melody. It sounds spacey and weird, as the recording is noisy."
Pt Ravi Shankar at the Taj Mahal,2Ic1zm9mBjk,"The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. The audio quality is very ordinary."
R. Gliere four pieces for horn and piano Op.35,2IpapScfsT4,This instrumental song features a run played on a piano followed by an ascending progression on the French horn. The horn plays descending notes and the piano repeats the same melody using arpeggiated chords. This is followed by two ascending notes on the horn. There are no other instruments in this song. This song has a relaxing feel. This song can be played in a bar.
林司令BastardMarley - Season In The Sun [Official Music Video],2JNY2SaMk7s,"This reggae song features a male voice making an announcement in the beginning. A female voice sings a one-line melody. This is accompanied by the main male voice singing vocables in the background. Until this part, only a keyboard and guitar are playing a reggae rhythm. This is followed by the main male voice singing the main melody in a reggae style. This is accompanied by a kick driven percussion playing a simple beat. There are voices singing vocables in the background. The mood of this song is happy. This song can be played in a movie with a holiday theme."
Η γη των μακεδόνων. Τhe Land of the Macedonians. TRADITIONAL Folklore Music,2JnlmS1zzls,"A male chorus sings this passionate song in a foreign language which sounds like Greek. The song is medium tempo with hand percussion like drums, small hand drum, tambourine and a beat with sticks. The vocals are emphatic and sung in lively parts. The song is passionate, emotional, sentimental, and sounds like an anthem or a love song for the Country or a Leader."
Super Mario Dubstep-Remix,2KkNk9Ao7G4,"The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird and like something you would hear as background music in games."
Testing Nux Mod Core pedal - G&L ASAT Special Semi-hollow,2KwSyaLT_mw,Someone is playing a clean e-guitar with a chorus and tremolo effect. This is an amateur recording.
Daisy (Hey) Music Video (Eng sub),2M-CFCo-rkY,"This is an emotional Japanese pop ballad. The singer has a light, airy and gentle voice that she uses to sing over the deep and full piano arpeggios. The song has a calming and emotional effect."
เปียโน สำหรับการนอนหลับ Music for Sleeping by พัชร iHearBand,2MpzHv5KNZU,This is an instrumental classical music performance. There is a gentle tune being played with the piano sound. Ambient sounds such as birds singing can be heard in the recording. The atmosphere is soothing and relaxing. This is a perfect piece for a sleep music playlist. It could also work well as an advertisement jingle. It could be playing in the background at a nursery.
Academy of Country Music Awards - Road to ACM Award - Band Perry Takes Vegas!,2OI4QeokeRQ,This is a country music piece. There is a female vocalist singing melodically as the lead at a medium-to-high range. A mandolin is playing the main theme while being backed by a bass guitar. The rhythmic background consists of a simple 4/4 acoustic drum beat.
Boudewijn de Groot - Verdronken vlinder,2Q20hVyYjBM,"A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
Oden Park ( Fresh Boyz )  - iSkateBoard ( HOT MUSIC  ),2RMOegT2Jn8,"hip hop music featuring a young male rapper over a minimalist beat with only percussion such as cowbell, kick drum, shaker, and triangle."
Robert Pattinson - Lullaby,2RU4CSDzS-g,"This slow pop song features a male voice singing the main melody. This is accompanied by an acoustic guitar plucking chords. Another acoustic guitar plays in harmony with the first guitar. The mood of this song is romantic. The voice is calming and the song is relaxing. The bass notes are accented and toward the end, the bass notes slide to the next note. This song can be played in a romantic movie."
Nightcore- Zombie,2SI_uNBcSyw,This is the nightcore version of a rock music piece. There is a distorted electric guitar sound playing the main melody and a bass guitar in the background. The rhythm consists of a slightly fast-paced and hard-hitting rock acoustic drum beat. The atmosphere is rebellious. This piece could be used in the soundtrack of an anime.
"Aikatsu! Music Video ""Growing for A Dreams"" ♪",2SQxfaWAJJg,This audio contains fast paced digital drums changing the beat from halftime into a four on the floor with a kick on every beat along with a synth bassline. Other synth sounds are playing a lead sound and an arpeggiolike melody along with a distorted e-guitar. A female voice is singing in a high pitch accompanied by another female backing voice creating a harmony. This song may be playing as an entry for a fast paced action series.
TALL BOY - HAR MAR SUPERSTAR (Official Music Video),2SenLjPbGzU,"The low quality recording features a pop song that consists of a passionate male vocal, alongside background male vocals, singing over punchy 808 bass, claps, shimmering hi hats, wide tinny percussion, repetitive synth lead melody and groovy synth keys melody. It sounds groovy, addictive and exciting - like something you would hear in a club."
